Date,Open,High,Low,Close,Volume,Symbol,Sector
2020-09-16,85.5,86.0,84.0,84.71,1604870.0,HUBC,Power
2020-09-17,85.15,86.01,84.5,84.7,2913711.0,HUBC,Power
2020-09-18,84.52,85.5,83.5,84.57,1243523.0,HUBC,Power
2020-09-21,84.5,85.1,83.8,83.98,511217.0,HUBC,Power
2020-09-22,83.9,83.9,81.75,82.03,1812129.0,HUBC,Power
2020-09-23,82.49,82.5,81.01,81.74,981857.0,HUBC,Power
2020-09-24,81.95,81.95,80.05,81.26,907564.0,HUBC,Power
2020-09-25,81.98,82.7,80.75,81.37,1443739.0,HUBC,Power
2020-09-28,81.5,82.98,79.0,79.76,1528672.0,HUBC,Power
2020-09-29,80.0,81.5,78.25,80.39,2032475.0,HUBC,Power
2020-09-30,81.0,81.7,78.0,78.46,2355398.0,HUBC,Power
2020-10-01,77.5,79.35,77.02,78.03,1500284.0,HUBC,Power
2020-10-02,77.93,79.75,77.5,78.76,1580032.0,HUBC,Power
2020-10-05,78.0,78.0,74.5,75.38,1580928.0,HUBC,Power
2020-10-06,75.38,76.5,74.26,75.56,2638851.0,HUBC,Power
2020-10-07,76.64,76.99,74.93,76.59,2452733.0,HUBC,Power
2020-10-08,77.49,77.8,76.51,77.11,1593673.0,HUBC,Power
2020-10-09,77.47,79.67,76.99,79.25,1255797.0,HUBC,Power
2020-10-12,78.4,79.99,77.15,77.53,1615466.0,HUBC,Power
2020-10-13,77.01,77.97,75.53,76.09,914597.0,HUBC,Power
2020-10-14,76.85,76.99,75.51,76.72,660741.0,HUBC,Power
2020-10-15,76.9,79.0,76.02,76.51,1660163.0,HUBC,Power
2020-10-16,76.5,77.19,75.5,76.11,966923.0,HUBC,Power
2020-10-19,76.89,76.89,75.5,76.01,411208.0,HUBC,Power
2020-10-20,76.6,81.3,76.25,79.83,3065543.0,HUBC,Power
2020-10-21,80.25,81.65,79.0,81.36,2409945.0,HUBC,Power
2020-10-22,81.35,81.89,77.6,78.13,2324471.0,HUBC,Power
2020-10-23,78.9,78.9,75.99,77.04,2199398.0,HUBC,Power
2020-10-26,77.99,78.9,77.3,78.7,802386.0,HUBC,Power
2020-10-27,78.6,80.5,77.75,79.99,3721601.0,HUBC,Power
2020-10-28,80.85,85.98,79.82,84.36,16816609.0,HUBC,Power
2020-10-29,83.9,84.0,80.01,81.76,7140295.0,HUBC,Power
2020-11-02,81.7,81.77,79.4,81.07,2919779.0,HUBC,Power
2020-11-03,82.01,82.6,80.8,82.04,8967655.0,HUBC,Power
2020-11-04,83.0,83.39,80.0,80.37,7056585.0,HUBC,Power
2020-11-05,81.25,82.9,81.0,82.24,4601750.0,HUBC,Power
2020-11-06,82.64,82.61,81.4,81.66,2413554.0,HUBC,Power
2020-11-09,81.51,82.48,81.15,81.57,3363783.0,HUBC,Power
2020-11-10,82.5,82.82,81.14,81.66,2430512.0,HUBC,Power
2020-11-11,81.66,81.75,80.8,81.58,903018.0,HUBC,Power
2020-11-12,81.3,81.3,79.4,79.84,1719225.0,HUBC,Power
2020-11-13,79.55,81.9,79.35,80.43,985462.0,HUBC,Power
2020-11-16,80.75,81.6,80.52,80.88,665591.0,HUBC,Power
2020-11-17,81.0,81.94,80.0,80.3,1812139.0,HUBC,Power
2020-11-18,80.08,80.38,78.95,80.2,1780348.0,HUBC,Power
2020-11-19,80.4,80.85,79.65,80.19,764952.0,HUBC,Power
2020-11-20,80.54,80.54,79.1,79.6,1212282.0,HUBC,Power
2020-11-23,79.3,80.0,77.31,79.47,2590369.0,HUBC,Power
2020-11-24,80.39,80.39,79.0,79.33,1470351.0,HUBC,Power
2020-11-25,79.71,79.99,78.03,78.27,2888444.0,HUBC,Power
2020-11-26,78.45,80.09,78.45,79.7,2939276.0,HUBC,Power
2020-11-27,79.5,80.1,78.75,78.91,2148135.0,HUBC,Power
2020-11-30,79.01,79.48,78.4,78.7,1645510.0,HUBC,Power
2020-12-01,78.65,84.6,78.65,83.66,9475526.0,HUBC,Power
2020-12-02,83.8,85.2,82.8,84.76,6196357.0,HUBC,Power
2020-12-03,84.89,85.3,84.15,84.93,4665023.0,HUBC,Power
2020-12-04,84.5,85.07,84.31,84.89,2773004.0,HUBC,Power
2020-12-07,84.99,85.01,84.4,84.59,2103461.0,HUBC,Power
2020-12-08,84.7,84.7,83.51,84.42,1909900.0,HUBC,Power
2020-12-09,83.85,84.9,83.23,83.62,3578845.0,HUBC,Power
2020-12-10,80.0,80.75,79.11,79.44,3889752.0,HUBC,Power
2020-12-11,79.3,82.9,79.3,80.38,8028256.0,HUBC,Power
2020-12-14,81.2,82.15,80.4,81.66,5063837.0,HUBC,Power
2020-12-15,81.99,82.0,79.51,79.88,2363303.0,HUBC,Power
2020-12-16,79.99,80.24,79.25,79.55,1475204.0,HUBC,Power
2020-12-17,79.52,79.95,78.7,78.93,2851162.0,HUBC,Power
2020-12-18,79.59,79.84,78.25,78.47,3025276.0,HUBC,Power
2020-12-21,79.0,79.0,77.75,78.26,2956087.0,HUBC,Power
